country,sheng,shi,qu,lat,lng
中国,河北省,邢台市,清河县,37.040529913617476,115.6915895160533
中国,河北省,邢台市,临西县,36.85802735355574,115.52844117588303
中国,河北省,保定市,,38.88656454802744,115.49481016907626
中国,河北省,保定市,竞秀区,38.89679917192267,115.43377183409771
中国,河北省,保定市,莲池区,38.878869183081505,115.52517138526196
中国,河北省,保定市,满城区,38.936509575445896,115.22854614305142
中国,河北省,保定市,清苑区,38.746793898598234,115.50474549359292
中国,河北省,保定市,徐水区,39.03007206483382,115.56341421451756
中国,河北省,保定市,涿州市,39.48248181057233,115.99905364071243
中国,河北省,保定市,定州市,38.46583915804824,115.0574069523237
中国,河北省,保定市,安国市,38.39373999035212,115.33482671533687
中国,河北省,保定市,高碑店市,39.26508776483182,116.04093362477256
中国,河北省,保定市,涞水县,39.616117563204725,115.44462792481454
中国,河北省,保定市,阜平县,38.89480641121728,114.16421062386792
中国,河北省,保定市,定兴县,39.211518314258704,115.75504588837723
中国,河北省,保定市,唐县,38.90452113124948,114.80609127314982
中国,河北省,保定市,高阳县,38.6730209002616,115.8384418838674
中国,河北省,保定市,容城县,39.05781354953602,115.90877891487291
中国,河北省,保定市,涞源县,39.3669367870307,114.73045121001118
中国,河北省,保定市,望都县,38.67901497910385,115.17834559653627
中国,河北省,保定市,安新县,38.8782552166,115.8867310100507
中国,河北省,保定市,易县,39.31756605114426,115.25402170203208
中国,河北省,保定市,曲阳县,38.70661221492098,114.66066397519262
中国,河北省,保定市,蠡县,38.52823213602215,115.66928195752807
中国,河北省,保定市,顺平县,38.92795137598545,115.07398905468821
中国,河北省,保定市,博野县,38.45912314067235,115.48778569395974
中国,河北省,保定市,雄县,39.042786858076674,116.18329894846163
中国,河北省,张家口市,,40.81118849110306,114.89378153032918
中国,河北省,张家口市,桥西区,40.83764647974005,114.86162345069968
中国,河北省,张家口市,桥东区,40.78291035024692,114.91516641163861
中国,河北省,张家口市,宣化区,40.632394360148936,115.25847218770907
中国,河北省,张家口市,下花园区,40.56883692865251,115.35049833098363
中国,河北省,张家口市,万全区,40.85432257912531,114.60159442218563
中国,河北省,张家口市,崇礼区,41.041738952717886,115.18918281511286
中国,河北省,张家口市,张北县,41.293640752346136,114.77289736583953
中国,河北省,张家口市,康保县,41.78459526909898,114.60653573475116
中国,河北省,张家口市,沽源县,41.580403842568316,115.6360916492231
中国,河北省,张家口市,尚义县,41.132634994489365,114.15252831523267
中国,河北省,张家口市,蔚县,39.87935314783146,114.71253718703703
中国,河北省,张家口市,阳原县,40.13864212021103,114.39439590666633
中国,河北省,张家口市,怀安县,40.55953357513103,114.50260736694563
中国,河北省,张家口市,怀来县,40.34798364385029,115.63406061974166
中国,河北省,张家口市,涿鹿县,40.101875913480974,115.22392517513477
中国,河北省,张家口市,赤城县,40.95602625953662,115.89222267195456
中国,河北省,承德市,,40.992521052457136,117.93382245583847
中国,河北省,承德市,双桥区,40.971406352197,117.9483552423789
中国,河北省,承德市,双滦区,41.05145316070315,117.80933581724904
中国,河北省,承德市,鹰手营子矿区,40.53176028123406,117.67942626427491
中国,河北省,承德市,平泉市,41.04151134518276,118.81171591523868
中国,河北省,承德市,承德县,40.97324218230024,118.12571829805464
中国,河北省,承德市,兴隆县,40.45814168629515,117.72613599004742
中国,河北省,承德市,滦平县,40.924820741760996,117.36956340989389
中国,河北省,承德市,隆化县,41.517994972230575,117.56992967904758
中国,河北省,承德市,丰宁满族自治县,41.42568433518443,116.62379481267644
中国,河北省,承德市,宽城满族自治县,40.5780903780955,118.63588822016969
中国,河北省,承德市,围场满族蒙古族自治县,42.10802456586188,117.54702150524338
中国,河北省,沧州市,,38.297615350325714,116.86380647644208
中国,河北省,沧州市,运河区,38.314446124595506,116.84485357763981
中国,河北省,沧州市,新华区,38.30837533308444,116.89305880723845
中国,河北省,沧州市,泊头市,38.090278710884434,116.38923597744922
中国,河北省,沧州市,任丘市,38.741104641109665,116.16321405193285
中国,河北省,沧州市,黄骅市,38.40152184548731,117.40021701973511
中国,河北省,沧州市,河间市,38.483721432478625,116.27159283892823
中国,河北省,沧州市,沧县,38.30213869620715,116.86271383127912
中国,河北省,沧州市,青县,38.56577832855556,116.85123400251861
中国,河北省,沧州市,东光县,37.88745160368844,116.67783233647565
中国,河北省,沧州市,海兴县,38.14247021690735,117.56726425887852
中国,河北省,沧州市,盐山县,37.96036972410193,117.2669398963173
中国,河北省,沧州市,肃宁县,38.42220712282884,115.88581610558234
中国,河北省,沧州市,南皮县,38.02318570282536,116.86584977740382
中国,河北省,沧州市,吴桥县,37.66186347209427,116.50803340730387
中国,河北省,沧州市,献县,38.24272584047104,116.1755053023729
中国,河北省,沧州市,孟村回族自治县,38.091264713341985,117.1595383854352
中国,河北省,廊坊市,,39.51861062508462,116.70360222263986
中国,河北省,廊坊市,广阳区,39.53368553745463,116.69423648939282
中国,河北省,廊坊市,安次区,39.34531218063897,116.79612310880948
中国,河北省,廊坊市,霸州市,39.10932007905548,116.5743059897649
中国,河北省,廊坊市,三河市,39.96742764877024,117.02128418408721
中国,河北省,廊坊市,固安县,39.35110594099413,116.28967015726496
中国,河北省,廊坊市,永清县,39.30283643021088,116.56055697010446
中国,河北省,廊坊市,香河县,39.74310003286535,117.05130555355426
中国,河北省,廊坊市,大城县,38.668802703655814,116.58863867605716
中国,河北省,廊坊市,文安县,38.911390482571576,116.49481687117816
中国,河北省,廊坊市,大厂回族自治县,39.89531635508993,116.9550764486355
中国,河北省,衡水市,,37.74692904585666,115.68622865290865
中国,河北省,衡水市,桃城区,37.724217886080204,115.66665700011858
中国,河北省,衡水市,冀州区,37.536435020579844,115.44750567041248
中国,河北省,衡水市,深州市,37.95701286270159,115.58669880842099
中国,河北省,衡水市,枣强县,37.461024106053756,115.75767748261335
中国,河北省,衡水市,武邑县,37.827678592246414,115.94450660707568
中国,河北省,衡水市,武强县,38.05051303402729,115.92011828199676
中国,河北省,衡水市,饶阳县,38.2230592410421,115.74000746167843
中国,河北省,衡水市,安平县,38.24319586948719,115.49041582246221
中国,河北省,衡水市,故城县,37.35699790636729,115.97805666289368
中国,河北省,衡水市,景县,37.668477471140775,116.20013356505655
中国,河北省,衡水市,阜城县,37.91230921361678,116.32842518536647
中国,山西省,太原市,,37.89027705396754,112.5508635890553
中国,山西省,太原市,杏花岭区,37.91555605696536,112.62983632135398
中国,山西省,太原市,小店区,37.753527970895775,112.5774086067057
中国,山西省,太原市,迎泽区,37.86573730206059,112.6632029812166
中国,山西省,太原市,尖草坪区,37.97275783953498,112.48843997984471
中国,山西省,太原市,万柏林区,37.89469344758146,112.4028569766203
中国,山西省,太原市,晋源区,37.74867491700283,112.48158725626186
中国,山西省,太原市,古交市,37.905179282549966,112.10773902369787
中国,山西省,太原市,清徐县,37.593242447369754,112.38708511796754
中国,山西省,太原市,阳曲县,38.158246373697736,112.67265853686881
中国,山西省,太原市,娄烦县,38.03458404313278,111.79782092799525
中国,山西省,大同市,,40.11374449970518,113.29050867308048
中国,山西省,大同市,平城区,40.11374449970518,113.29050867308048
中国,山西省,大同市,云冈区,40.11374449970518,113.29050867308048
中国,山西省,大同市,新荣区,40.26712712757409,113.2368941171924
中国,山西省,大同市,云州区,39.83372457349875,113.1156851393918
中国,山西省,大同市,阳高县,40.222311526135286,113.82318140606378
中国,山西省,大同市,天镇县,40.403528534338385,114.16812988719342
中国,山西省,大同市,广灵县,39.76899447951967,114.16170176526545
中国,山西省,大同市,灵丘县,39.37726777734759,114.2130951742517
中国,山西省,大同市,浑源县,39.634162361299076,113.71075899599177
中国,山西省,大同市,左云县,40.00073796306882,112.77785639075854
中国,山西省,阳泉市,,37.86952949322259,113.56923760163296
中国,山西省,阳泉市,城区,37.85786536146987,113.61283811718747
中国,山西省,阳泉市,矿区,37.89080424451875,113.54077065934398
中国,山西省,阳泉市,郊区,37.91150391111448,113.56808615363028
中国,山西省,阳泉市,平定县,37.84927141730018,113.76897794042118
中国,山西省,阳泉市,盂县,38.22938573414654,113.36096660369275
中国,山西省,长治市,,36.20166438574343,113.12029208572514
中国,山西省,长治市,潞州区,36.20166438574343,113.12029208572514
中国,山西省,长治市,上党区,36.20166438574343,113.12029208572514
中国,山西省,长治市,屯留区,36.34260975107634,112.75036278967234
中国,山西省,长治市,潞城区,36.37440627323794,113.25438708828356
中国,山西省,长治市,襄垣县,36.5802007857545,112.98897348398155
中国,山西省,长治市,平顺县,36.22179415309129,113.5336889763453
中国,山西省,长治市,黎城县,36.61936761027767,113.39685159378696
中国,山西省,长治市,壶关县,35.99265193372007,113.37199790438082
中国,山西省,长治市,长子县,36.11099940201891,112.80225403294276
中国,山西省,长治市,武乡县,36.888322821208945,112.96751985957796
中国,山西省,长治市,沁县,36.70738347604991,112.65221013617266
中国,山西省,长治市,沁源县,36.70156663948841,112.29009399196951
中国,山西省,晋城市,,35.49983446722556,112.86733275750684
中国,山西省,晋城市,城区,35.51359327046841,112.84269710528571
中国,山西省,晋城市,高平市,35.809742457990794,112.93511535361624
中国,山西省,晋城市,沁水县,35.75148911815105,112.37742990986709
中国,山西省,晋城市,阳城县,35.426540841161405,112.36152699508159
中国,山西省,晋城市,陵川县,35.69074389791869,113.34338659862745
中国,山西省,晋城市,泽州县,35.47585132549579,112.87098535032666
中国,山西省,朔州市,,39.33767196622064,112.47992772666272
中国,山西省,朔州市,朔城区,39.24327243723846,112.55620015259842
中国,山西省,朔州市,平鲁区,39.640007394397635,112.30434987236274
中国,山西省,朔州市,怀仁市,39.79357083603243,113.11230462343235
中国,山西省,朔州市,山阴县,39.52104967313714,112.78680490548865
中国,山西省,朔州市,应县,39.50931604368569,113.26059286958083
中国,山西省,朔州市,右玉县,40.00813570646716,112.42167745341453
中国,山西省,晋中市,,37.69336152679759,112.73851439991773
中国,山西省,晋中市,榆次区,37.65082468905364,112.8437365271623
中国,山西省,晋中市,介休市,37.02547627593959,111.99518801957157
中国,山西省,晋中市,榆社县,37.14004998159083,112.95418082333455
中国,山西省,晋中市,左权县,37.03279458537997,113.47453786444105
中国,山西省,晋中市,和顺县,37.348373699108116,113.47493445138039
中国,山西省,晋中市,昔阳县,37.563418385071685,113.76210572071082
中国,山西省,晋中市,寿阳县,37.82511891440681,113.14161086395431
中国,山西省,晋中市,太谷县,37.407696414458925,112.73643253248883
中国,山西省,晋中市,祁县,37.29219808662871,112.46906595172106
中国,山西省,晋中市,平遥县,37.14808977846167,112.26549326017494
中国,山西省,晋中市,灵石县,36.834487193362,111.73550355034705
中国,山西省,运城市,,35.03885947981193,111.00685365308033
中国,山西省,运城市,盐湖区,35.0636768789324,110.96193094165363
中国,山西省,运城市,永济市,34.89467151075451,110.48894872130789
中国,山西省,运城市,河津市,35.63189104909055,110.70853926352623
中国,山西省,运城市,临猗县,35.14937950112054,110.62589540588894
中国,山西省,运城市,万荣县,35.38813401365165,110.71553950498584
中国,山西省,运城市,闻喜县,35.37375315700039,111.31928675077734
中国,山西省,运城市,稷山县,35.59826692410956,110.96512183757373
中国,山西省,运城市,新绛县,35.63158254050748,111.17287529232247
中国,山西省,运城市,绛县,35.49857853280774,111.64482039841182
中国,山西省,运城市,垣曲县,35.22158415539342,111.82478688141815
中国,山西省,运城市,夏县,35.126679510783745,111.35838628884602
中国,山西省,运城市,平陆县,34.88864577444809,111.25110932093526
中国,山西省,运城市,芮城县,34.70953476044693,110.61649553805749
中国,山西省,忻州市,,38.46103057295889,112.72793882880985
中国,山西省,忻州市,忻府区,38.43783196445267,112.60520013418204
中国,山西省,忻州市,原平市,38.83887617274653,112.68212831914165
中国,山西省,忻州市,定襄县,38.516749763878394,113.03558876456275
中国,山西省,忻州市,五台县,38.77817400149207,113.442104045353
中国,山西省,忻州市,代县,39.09319722406683,113.05058168824989
中国,山西省,忻州市,繁峙县,39.20475699470928,113.59621356700134
中国,山西省,忻州市,宁武县,38.82188966634485,112.19389583349412
中国,山西省,忻州市,静乐县,38.40006715410195,112.06499425223294
中国,山西省,忻州市,神池县,39.17305344565403,112.00991986754168
中国,山西省,忻州市,五寨县,39.00873085798386,111.7447571439168
中国,山西省,忻州市,岢岚县,38.73795692605971,111.54356839150942
中国,山西省,忻州市,河曲县,39.20643952863144,111.3598292600992
中国,山西省,忻州市,保德县,38.88713524704388,111.14283481360566
中国,山西省,忻州市,偏关县,39.46464923288074,111.67190327634798
中国,山西省,临汾市,,36.09974544358536,111.53878759640808
中国,山西省,临汾市,尧都区,36.125936912419135,111.47466486210607
中国,山西省,临汾市,侯马市,35.62178548787969,111.37150924675753
中国,山西省,临汾市,霍州市,36.59967782911543,111.83083562619586
中国,山西省,临汾市,曲沃县,35.704200978944485,111.52704105622857
中国,山西省,临汾市,翼城县,35.69539758217851,111.83920947478445
中国,山西省,临汾市,襄汾县,35.87420402995319,111.3859530953563
中国,山西省,临汾市,洪洞县,36.32551418032607,111.65937789134962
中国,山西省,临汾市,古县,36.30382253103803,112.01124254119023
中国,山西省,临汾市,安泽县,36.164295531066124,112.30790366346643
中国,山西省,临汾市,浮山县,35.94583076600584,111.9284088739819
中国,山西省,临汾市,吉县,36.15867731748437,110.72816197039876
中国,山西省,临汾市,乡宁县,35.925119179377575,110.94412841404447
中国,山西省,临汾市,大宁县,36.432636300531584,110.71080544252996
中国,山西省,临汾市,隰县,36.711950508392185,111.00996531616914
中国,山西省,临汾市,永和县,36.73713736746178,110.6178981835499
中国,山西省,临汾市,蒲县,36.42459969887894,111.16235867374708
中国,山西省,临汾市,汾西县,36.64278138950399,111.48314834543358
中国,山西省,吕梁市,,37.52731609696258,111.14315660234801
中国,山西省,吕梁市,离石区,37.55233925490295,111.31314199347
中国,山西省,吕梁市,孝义市,37.118132778216676,111.63764576631374
中国,山西省,吕梁市,汾阳市,37.31676430910595,111.74599591288157
中国,山西省,吕梁市,文水县,37.459705909704425,111.96499464977616
中国,山西省,吕梁市,交城县,37.68704558482044,111.81992715422206
中国,山西省,吕梁市,兴县,38.39226258394571,111.06931108239739
中国,山西省,吕梁市,临县,37.96286739413805,110.90114744504105
中国,山西省,吕梁市,柳林县,37.403754146297516,110.87692675414752
中国,山西省,吕梁市,石楼县,37.03514510862604,110.75347868182924
中国,山西省,吕梁市,岚县,38.343813372011674,111.60664055967526
中国,山西省,吕梁市,方山县,37.886687741974335,111.33797892211047
中国,山西省,吕梁市,中阳县,37.26631751080384,111.1859035077197
中国,山西省,吕梁市,交口县,36.957718536995806,111.31592365888334
中国,内蒙古自治区,呼和浩特市,,40.828318873081585,111.6603505200542
中国,内蒙古自治区,呼和浩特市,新城区,40.9293607787756,111.79132678713937
中国,内蒙古自治区,呼和浩特市,回民区,40.83889476378789,111.59688559509647
中国,内蒙古自治区,呼和浩特市,玉泉区,40.74738667204219,111.65855345988149
中国,内蒙古自治区,呼和浩特市,赛罕区,40.78886415235602,111.87633478500686
中国,内蒙古自治区,呼和浩特市,托克托县,40.361083978493966,111.31970020313491
中国,内蒙古自治区,呼和浩特市,和林格尔县,40.3338684420585,111.90169267122437
中国,内蒙古自治区,呼和浩特市,清水河县,39.889117744684924,111.70623630690847
中国,内蒙古自治区,呼和浩特市,武川县,41.11620438740027,111.17957193814095
中国,内蒙古自治区,呼和浩特市,土默特左旗,40.68998701613934,111.23470409261432
中国,内蒙古自治区,包头市,,40.64711942570857,109.84623853249181
中国,内蒙古自治区,包头市,昆都仑区,40.658057498223656,109.80683355282166
中国,内蒙古自治区,包头市,东河区,40.589124487996266,110.07014136051491
中国,内蒙古自治区,包头市,青山区,40.65877795947621,109.90367483934152
中国,内蒙古自治区,包头市,石拐区,40.716464297271564,110.29921474522288
中国,内蒙古自治区,包头市,白云鄂博矿区,41.78999250232638,109.98916893149352
中国,内蒙古自治区,包头市,九原区,40.62720227827458,109.94919745919572
中国,内蒙古自治区,包头市,固阳县,41.104725412273865,110.16759209358126
中国,内蒙古自治区,包头市,土默特右旗,40.52799576437404,110.69325794787949
中国,内蒙古自治区,包头市,达尔罕茂明安联合旗,41.94350714826722,110.28618869999073
中国,内蒙古自治区,乌海市,,39.683177006785236,106.83199909716231
中国,内蒙古自治区,乌海市,海勃湾区,39.73483365127534,106.86148184332198
中国,内蒙古自治区,乌海市,海南区,39.29620947939178,106.92539717866242
中国,内蒙古自治区,乌海市,乌达区,39.53587770143305,106.72585891132533
中国,内蒙古自治区,赤峰市,,42.297112320317325,118.9307611921676
中国,内蒙古自治区,赤峰市,红山区,42.286232134078965,118.99810293421473
中国,内蒙古自治区,赤峰市,元宝山区,42.18413064880197,119.26816941290396
中国,内蒙古自治区,赤峰市,松山区,42.26875301528874,118.75710571165897
中国,内蒙古自治区,赤峰市,林西县,43.7714622114794,118.11021614789775
中国,内蒙古自治区,赤峰市,宁城县,41.5710408671387,118.90549936908933
中国,内蒙古自治区,赤峰市,阿鲁科尔沁旗,44.19595659741144,120.05324069383768
中国,内蒙古自治区,赤峰市,巴林左旗,44.203430813088474,119.28076636509114
中国,内蒙古自治区,赤峰市,巴林右旗,43.68478663145437,118.94608974309946
中国,内蒙古自治区,赤峰市,克什克腾旗,43.21823717668056,117.35857031121249
中国,内蒙古自治区,赤峰市,翁牛特旗,42.97397991925768,119.2546429407495
中国,内蒙古自治区,赤峰市,喀喇沁旗,41.908351449935225,118.6670560135748
中国,内蒙古自治区,赤峰市,敖汉旗,42.43059223820326,120.15771329609198
中国,内蒙古自治区,通辽市,,43.633756072995986,122.26036326322144
中国,内蒙古自治区,通辽市,科尔沁区,43.65829014983674,122.29129415355533
中国,内蒙古自治区,通辽市,霍林郭勒市,45.528106056329776,119.57974844021628
中国,内蒙古自治区,通辽市,开鲁县,43.73494195439141,121.32409399005317
中国,内蒙古自治区,通辽市,库伦旗,42.81003821531393,121.57303788589562
中国,内蒙古自治区,通辽市,奈曼旗,42.97238301073924,120.9407889963667
中国,内蒙古自治区,通辽市,扎鲁特旗,44.822451301929654,120.59602806799069
中国,内蒙古自治区,通辽市,科尔沁左翼中旗,44.0575792851999,122.4991800444191
中国,内蒙古自治区,通辽市,科尔沁左翼后旗,43.19608275166495,122.69734535161646
中国,内蒙古自治区,鄂尔多斯市,,39.81648956060153,109.99370625145134
中国,内蒙古自治区,鄂尔多斯市,东胜区,39.805585913145606,109.76441928582383
中国,内蒙古自治区,鄂尔多斯市,康巴什区,39.640791926893456,109.8408756935125
中国,内蒙古自治区,鄂尔多斯市,达拉特旗,40.22026447389275,109.86619090676072
中国,内蒙古自治区,鄂尔多斯市,准格尔旗,39.794724895630154,110.88623942079244
中国,内蒙古自治区,鄂尔多斯市,鄂托克前旗,38.27593828728808,107.59700999652225
中国,内蒙古自治区,鄂尔多斯市,鄂托克旗,39.28629659327761,107.75202023325484
中国,内蒙古自治区,鄂尔多斯市,杭锦旗,40.212873152737515,108.21282820431726
中国,内蒙古自治区,鄂尔多斯市,乌审旗,38.64047514723402,108.88966323665873
中国,内蒙古自治区,鄂尔多斯市,伊金霍洛旗,39.42069591840427,109.70418618840912
中国,内蒙古自治区,呼伦贝尔市,,49.201636054604336,119.76082179399947
中国,内蒙古自治区,呼伦贝尔市,海拉尔区,49.27924545620167,120.04288208342074
中国,内蒙古自治区,呼伦贝尔市,扎赉诺尔区,49.46148156810758,117.72318498535981
中国,内蒙古自治区,呼伦贝尔市,满洲里市,49.500031717154286,117.60368677619397
中国,内蒙古自治区,呼伦贝尔市,牙克石市,49.32999593959703,121.51266780551569
中国,内蒙古自治区,呼伦贝尔市,扎兰屯市,47.743403383099974,121.92920216562221
中国,内蒙古自治区,呼伦贝尔市,额尔古纳市,51.660818880977494,120.65276364823939
中国,内蒙古自治区,呼伦贝尔市,根河市,51.37592516126969,121.79771324216983
中国,内蒙古自治区,呼伦贝尔市,阿荣旗,48.63998874107147,123.17195423134109
中国,内蒙古自治区,呼伦贝尔市,陈巴尔虎旗,49.60528127676082,119.53520765754227
中国,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗,48.436391878769655,118.62152477908603
中国,内蒙古自治区,呼伦贝尔市,新巴尔虎右旗,48.64497891537873,116.80218434220377
