adcode,name,longitude,latitude
513200000000,阿坝藏族羌族自治州,102.224653,31.899413
350182000000,长乐市,119.523266,25.962888
532531000000,绿春县,102.392463,22.993717
610423000000,泾阳县,108.842622,34.527114
610427000000,彬县,108.077658,35.043911
330881000000,江山市,118.626991,28.737331
130927000000,南皮县,116.708347,38.038421
652827000000,和静县,86.384065,42.323625
150901000000,市辖区,,
130631000000,望都县,115.155128,38.695842
510113000000,青白江区,104.250945,30.878629
331125000000,云和县,119.573397,28.11579
321000000000,扬州市,119.412939,32.394209
632626000000,玛多县,98.209206,34.915946
460100000000,海口市,110.198286,20.044412
500000000000,重庆市,106.551643,29.562849
210881000000,盖州市,122.349012,40.40074
620825000000,庄浪县,106.036686,35.202385
610301000000,市辖区,,
440105000000,海珠区,113.317443,23.083788
360481000000,瑞昌市,115.681335,29.675834
510802000000,利州区,105.845307,32.433756
330921000000,岱山县,122.226237,30.264139
210403000000,东洲区,124.038685,41.853191
632323000000,泽库县,101.466689,35.035313
451100000000,贺州市,111.566871,24.403528
510922000000,射洪县,105.388412,30.871131
540221000000,南木林县,89.099242,29.68233
350701000000,市辖区,,
623025000000,玛曲县,102.072698,33.997712
522623000000,施秉县,108.124379,27.03292
530724000000,宁蒗彝族自治县,100.852001,27.28207
511011000000,东兴区,105.075489,29.592756
211103000000,兴隆台区,122.070769,41.119898
220323000000,伊通满族自治县,125.305393,43.345754
360700000000,赣州市,114.933546,25.830694
610330000000,凤县,106.515803,33.91091
370831000000,泗水县,117.251195,35.664323
451281000000,宜州市,108.636414,24.485214
130524000000,柏乡县,114.693425,37.482422
510121000000,金堂县,104.411976,30.861979
653126000000,叶城县,77.413836,37.882989
510700000000,绵阳市,104.679004,31.467459
340881000000,桐城市,116.936748,31.035848
230303000000,恒山区,130.904963,45.210668
511381000000,阆中市,106.005046,31.558356
430528000000,新宁县,110.856988,26.433367
340501000000,市辖区,,
451081000000,靖西市,106.417805,23.134117
500229000000,城口县,108.664214,31.947633
511601000000,市辖区,,
230421000000,萝北县,130.85155,47.576444
654226000000,和布克赛尔蒙古自治县,85.728328,46.793235
150722000000,莫力达瓦达斡尔族自治旗,124.519023,48.477728
331002000000,椒江区,121.442978,28.672981
410923000000,南乐县,115.204675,36.069476
540526000000,措美县,91.433509,28.438202
450721000000,灵山县,109.291006,22.416536
450300000000,桂林市,110.179953,25.234479
220100000000,长春市,125.323513,43.817251
441502000000,城区,115.365058,22.779207
411202000000,湖滨区,111.188397,34.770886
440222000000,始兴县,114.061789,24.952976
211100000000,盘锦市,122.170584,40.719847
211202000000,银州区,123.842305,42.286129
350824000000,武平县,116.100414,25.095386
532823000000,勐腊县,101.564635,21.459233
532301000000,楚雄市,101.545906,25.032889
522634000000,雷山县,108.07754,26.378442
140932000000,偏关县,111.508831,39.436306
141025000000,古县,111.920465,36.266914
410100000000,郑州市,113.625328,34.746611
540000000000,西藏自治区,91.117525,29.647535
150928000000,察哈尔右翼后旗,113.191035,41.436069
330401000000,市辖区,,
440308000000,盐田区,114.236739,22.557001
522730000000,龙里县,106.979524,26.453154
510901000000,市辖区,,
370686000000,栖霞市,120.849675,37.335123
350400000000,三明市,117.638678,26.263406
361124000000,铅山县,117.709659,28.315664
361000000000,抚州市,116.358181,27.949217
511701000000,市辖区,,
140427000000,壶关县,113.207049,36.115448
430102000000,芙蓉区,113.032539,28.185389
131026000000,文安县,116.457898,38.87292
130104000000,桥西区,114.461088,38.004193
430281000000,醴陵市,113.496999,27.646096
451027000000,凌云县,106.56131,24.347557
152900000000,阿拉善盟,105.728957,38.851921
340302000000,龙子湖区,117.379778,32.950611
511922000000,南江县,106.828697,32.346589
120100000000,市辖区,117.200983,39.084158
440513000000,潮阳区,116.601509,23.265356
421303000000,曾都区,113.37112,31.71628
611024000000,山阳县,109.882289,33.532172
220302000000,铁西区,124.345722,43.146155
140426000000,黎城县,113.387155,36.502328
371721000000,曹县,115.542328,34.825508
610323000000,岐山县,107.621053,34.443459
150801000000,市辖区,,
522727000000,平塘县,107.322323,25.822349
210600000000,丹东市,124.35445,40.000787
350725000000,政和县,118.857642,27.366104
520624000000,思南县,108.253882,27.93755
621122000000,陇西县,104.634983,35.00394
230711000000,乌马河区,128.799477,47.727687
371311000000,罗庄区,118.284786,34.996741
420923000000,云梦县,113.753554,31.020983
513332000000,石渠县,98.102914,32.97896
610424000000,乾县,108.239473,34.527551
341700000000,池州市,117.491592,30.664779
320922000000,滨海县,119.82083,33.990334
230183000000,尚志市,128.009894,45.209586
131082000000,三河市,117.078294,39.982718
130803000000,双滦区,117.799888,40.959236
630100000000,西宁市,101.778223,36.617134
511526000000,珙县,104.709202,28.43863
421221000000,嘉鱼县,113.939271,29.970676
422827000000,来凤县,109.407828,29.493484
610821000000,神木县,110.498939,38.842578
350111000000,晋安区,119.328521,26.082107
410404000000,石龙区,112.898818,33.898713
220523000000,辉南县,126.046783,42.684921
152501000000,二连浩特市,111.951002,43.6437
371100000000,日照市,119.526925,35.416734
430726000000,石门县,111.380014,29.584292
350501000000,市辖区,,
410702000000,红旗区,113.875245,35.30385
623001000000,合作市,102.910484,35.000286
341723000000,青阳县,117.84743,30.63923
210904000000,太平区,121.678604,42.010669
421200000000,咸宁市,114.322616,29.841362
540227000000,谢通门县,88.261664,29.432476
220581000000,梅河口市,125.710859,42.539253
621201000000,市辖区,,
420500000000,宜昌市,111.286445,30.691865
130929000000,献县,116.122725,38.190185
540326000000,八宿县,96.917836,30.053209
130804000000,鹰手营子矿区,117.659499,40.546361
131024000000,香河县,117.006093,39.761424
532822000000,勐海县,100.452547,21.957353
430381000000,湘乡市,112.550205,27.718549
622925000000,和政县,103.350997,35.424603
410804000000,马村区,113.322332,35.256108
510681000000,广汉市,104.282429,30.977119
411102000000,源汇区,114.017948,33.565441
210402000000,新抚区,123.912872,41.862026
150581000000,霍林郭勒市,119.68187,45.533962
441721000000,阳西县,111.61766,21.752771
330502000000,吴兴区,120.185838,30.857151
130127000000,高邑县,114.611121,37.615534
370702000000,潍城区,119.024835,36.7281
320301000000,市辖区,,
150900000000,乌兰察布市,113.132584,40.994785
330326000000,平阳县,120.565793,27.661918
320102000000,玄武区,118.797757,32.048498
441424000000,五华县,115.775788,23.932409
130582000000,沙河市,114.503339,36.854929
140821000000,临猗县,110.774547,35.144277
140222000000,天镇县,114.090867,40.420237
340201000000,市辖区,,
410400000000,平顶山市,113.192661,33.766169
320724000000,灌南县,119.315651,34.087134
110115000000,大兴区,116.341483,39.726917
371323000000,沂水县,118.627917,35.79045
500228000000,梁平县,107.769568,30.654233
220122000000,农安县,125.184887,44.432763
370282000000,即墨市,120.447158,36.389408
445281000000,普宁市,116.165777,23.297493
520526000000,威宁彝族回族苗族自治县,104.253071,26.873806
530422000000,澄江县,102.904629,24.675689
532331000000,禄丰县,102.079027,25.150111
350982000000,福鼎市,120.216977,27.324479
421101000000,市辖区,,
411328000000,唐河县,112.807636,32.681335
341101000000,市辖区,,
430781000000,津市市,111.877499,29.60548
130304000000,北戴河区,119.484522,39.834596
540237000000,岗巴县,88.520031,28.274601
341821000000,郎溪县,119.179656,31.126412
360981000000,丰城市,115.771093,28.159141
331022000000,三门县,121.395711,29.104789
230881000000,同江市,132.510919,47.642707
431003000000,苏仙区,113.112105,25.797013
370505000000,垦利区,118.575228,37.573054
340301000000,市辖区,,
370681000000,龙口市,120.477813,37.646107
370126000000,商河县,117.157232,37.309041
130526000000,任县,114.671936,37.120982
430121000000,长沙县,113.081097,28.246918
340604000000,烈山区,116.813042,33.895139
360731000000,于都县,115.415508,25.952068
431025000000,临武县,112.563456,25.27556
640424000000,泾源县,106.330646,35.498159
540500000000,山南市,91.773134,29.237137
450401000000,市辖区,,
370827000000,鱼台县,116.650608,35.012749
230722000000,嘉荫县,130.403134,48.888972
130821000000,承德县,118.173824,40.768238
451202000000,金城江区,108.037276,24.689703
510107000000,武侯区,104.043235,30.641907
230903000000,桃山区,131.020202,45.765705
410781000000,卫辉市,114.064907,35.398494
130623000000,涞水县,115.713904,39.394316
430900000000,益阳市,112.355129,28.554349
511822000000,荥经县,102.846737,29.792931
231181000000,北安市,126.490864,48.241365
130624000000,阜平县,114.195104,38.849152
445203000000,揭东区,116.412015,23.566126
420981000000,应城市,113.572707,30.92837
410381000000,偃师市,112.789534,34.72722
440403000000,斗门区,113.296467,22.2092
350304000000,荔城区,119.015061,25.431941
220401000000,市辖区,,
141029000000,乡宁县,110.847021,35.970389
421121000000,团风县,114.872191,30.643569
110113000000,顺义区,116.654642,40.130211
360721000000,赣县,115.011561,25.86069
330723000000,武义县,119.816562,28.89267
120118000000,静海区,116.974232,38.94745
220623000000,长白朝鲜族自治县,128.200789,41.420018
513425000000,会理县,102.244683,26.655026
630223000000,互助土族自治县,101.959271,36.844248
130828000000,围场满族蒙古族自治县,117.760159,41.938529
340304000000,禹会区,117.342155,32.929799
130183000000,晋州市,115.044213,38.033671
350305000000,秀屿区,119.105494,25.31836
341122000000,来安县,118.435718,32.452199
370704000000,坊子区,119.166485,36.654448
230123000000,依兰县,129.567877,46.325419
120113000000,北辰区,117.135488,39.224791
420105000000,汉阳区,114.21861,30.553983
411425000000,虞城县,115.828319,34.400835
341226000000,颍上县,116.256772,32.653211
510800000000,广元市,105.843357,32.435435
341823000000,泾县,118.419859,30.688634
220822000000,通榆县,123.088238,44.81291
440404000000,金湾区,113.362656,22.147471
441701000000,市辖区,,
320900000000,盐城市,120.163107,33.347708
340504000000,雨山区,118.498578,31.682132
441501000000,市辖区,,
430201000000,市辖区,,
220201000000,市辖区,,
370502000000,东营区,118.582184,37.448964
430423000000,衡山县,112.868268,27.23029
130209000000,曹妃甸区,118.460379,39.27307
540124000000,曲水县,90.743853,29.353058
511803000000,名山区,103.109184,30.069954
440600000000,佛山市,113.121435,23.021478
360200000000,景德镇市,117.178222,29.268945
220303000000,铁东区,124.409591,43.162105
450110000000,武鸣区,108.27467,23.158595
330105000000,拱墅区,120.141406,30.319037
542525000000,革吉县,81.145433,32.387233
230206000000,富拉尔基区,123.629189,47.208843
340503000000,花山区,118.492565,31.71971
371521000000,阳谷县,115.79182,36.114392
451102000000,八步区,111.552095,24.411805
522731000000,惠水县,106.656442,26.13278
433100000000,湘西土家族苗族自治州,109.738906,28.31195
650107000000,达坂城区,88.311099,43.363668
520425000000,紫云苗族布依族自治县,106.084441,25.751047
522728000000,罗甸县,106.751589,25.426173
361103000000,广丰区,118.19124,28.436285
150927000000,察哈尔右翼中旗,112.635577,41.277462
610300000000,宝鸡市,107.237743,34.363184
211201000000,市辖区,,
220503000000,二道江区,126.042678,41.774044
210113000000,沈北新区,123.583196,41.912487
230505000000,四方台区,131.337592,46.597264
450326000000,永福县,109.983076,24.979855
371623000000,无棣县,117.625696,37.77026
650205000000,乌尔禾区,85.693742,46.089148
620502000000,秦州区,105.724215,34.580888
130728000000,怀安县,114.385791,40.674193
320100000000,南京市,118.796682,32.05957
510723000000,盐亭县,105.389453,31.208362
410102000000,中原区,113.613337,34.748256
321023000000,宝应县,119.360729,33.240391
360734000000,寻乌县,115.637933,24.969167
230624000000,杜尔伯特蒙古族自治县,124.442572,46.862817
331123000000,遂昌县,119.276103,28.592148
360730000000,宁都县,116.009472,26.470116
231221000000,望奎县,126.486075,46.832719
530381000000,宣威市,104.10455,26.219735
320205000000,锡山区,120.357858,31.589715
622924000000,广河县,103.575834,35.488051
621025000000,正宁县,108.359865,35.49178
640181000000,灵武市,106.340053,38.102655
360600000000,鹰潭市,117.042173,28.272537
429005000000,潜江市,112.899762,30.402167
130203000000,路北区,118.200692,39.624437
632300000000,黄南藏族自治州,102.015248,35.519548
540330000000,边坝县,94.7078,30.933652
430611000000,君山区,113.006435,29.461106
130822000000,兴隆县,117.500558,40.417358
220104000000,朝阳区,125.288254,43.833762
140227000000,大同县,113.61244,40.040294
211224000000,昌图县,124.111099,42.785791
430000000000,湖南省,112.9836,28.112743
445302000000,云城区,112.043945,22.92815
220723000000,乾安县,124.041139,45.003773
120101000000,和平区,117.214699,39.117196
450902000000,玉州区,110.151153,22.628087
150802000000,临河区,107.363918,40.751187
130301000000,市辖区,,
623021000000,临潭县,103.353919,34.692747
371723000000,成武县,115.889764,34.952459
422825000000,宣恩县,109.489926,29.98692
530701000000,市辖区,,
530129000000,寻甸回族彝族自治县,103.256615,25.558201
451226000000,环江毛南族自治县,108.258028,24.825664
540126000000,达孜县,91.349867,29.66941
370786000000,昌邑市,119.403069,36.843319
431126000000,宁远县,111.945844,25.570888
420325000000,房县,110.733181,32.050378
652825000000,且末县,85.529702,38.145485
130706000000,下花园区,115.287352,40.502652
410503000000,北关区,114.355742,36.10766
350128000000,平潭县,119.790168,25.49872
210111000000,苏家屯区,123.344062,41.664757
430921000000,南县,112.396337,29.362275
650204000000,白碱滩区,85.131696,45.687854
150625000000,杭锦旗,108.736208,39.833309
510124000000,郫县,103.901091,30.795854
431081000000,资兴市,113.236146,25.976243
610600000000,延安市,109.494112,36.651381
210101000000,市辖区,,
140826000000,绛县,111.568236,35.49119
150523000000,开鲁县,121.319308,43.601244
371422000000,宁津县,116.800306,37.652189
210300000000,鞍山市,122.994329,41.108647
440305000000,南山区,113.930413,22.533287
440881000000,廉江市,110.286208,21.6097
430523000000,邵阳县,111.273805,26.990637
341601000000,市辖区,,
410522000000,安阳县,114.130207,36.130584
540531000000,浪卡子县,90.397977,28.968031
510812000000,朝天区,105.882642,32.651336
150621000000,达拉特旗,110.033833,40.412438
340811000000,宜秀区,116.987542,30.613332
441781000000,阳春市,111.791587,22.17041
610525000000,澄城县,109.93235,35.190245
430302000000,雨湖区,112.907162,27.856325
530426000000,峨山彝族自治县,102.405819,24.168957
411726000000,泌阳县,113.327144,32.723975
511113000000,金口河区,103.07862,29.244345
220700000000,松原市,124.825042,45.141548
650203000000,克拉玛依区,84.867844,45.602525
130528000000,宁晋县,114.93992,37.624564
330482000000,平湖市,121.015142,30.677233
522636000000,丹寨县,107.788727,26.19832
130606000000,莲池区,115.497097,38.883582
320305000000,贾汪区,117.464958,34.436936
211204000000,清河区,124.159191,42.546565
350628000000,平和县,117.315017,24.363508
130730000000,怀来县,115.517861,40.415343
441202000000,端州区,112.484848,23.052101
131122000000,武邑县,115.887531,37.801665
530823000000,景东彝族自治县,100.833877,24.446731
632622000000,班玛县,100.737138,32.932723
411201000000,市辖区,,
211403000000,龙港区,120.893786,40.735519
220382000000,双辽市,123.502723,43.518302
440604000000,禅城区,113.122421,23.009551
210423000000,清原满族自治县,124.924083,42.100538
370112000000,历城区,117.06523,36.680259
430923000000,安化县,111.212846,28.374107
610201000000,市辖区,,
230224000000,泰来县,123.416631,46.393694
433124000000,花垣县,109.482078,28.572029
330701000000,市辖区,,
540402000000,巴宜区,94.361094,29.636576
210200000000,大连市,121.614848,38.914086
530122000000,晋宁县,102.595412,24.66974
520121000000,开阳县,106.965089,27.057764
513400000000,凉山彝族自治州,102.267712,27.88157
321323000000,泗阳县,118.703424,33.722478
430725000000,桃源县,111.488925,28.902503
510411000000,仁和区,101.738528,26.497765
371403000000,陵城区,116.576092,37.335794
350302000000,城厢区,118.993884,25.419319
410728000000,长垣县,114.668936,35.201548
610303000000,金台区,107.146806,34.376069
361102000000,信州区,117.966268,28.431006
640500000000,中卫市,105.196902,37.499972
411527000000,淮滨县,115.419537,32.473258
450521000000,合浦县,109.207335,21.660935
650103000000,沙依巴克区,87.598195,43.800939
610527000000,白水县,109.590671,35.177451
441422000000,大埔县,116.695195,24.347782
410182000000,荥阳市,113.38324,34.786948
450800000000,贵港市,109.598926,23.11153
350503000000,丰泽区,118.613172,24.891173
445381000000,罗定市,111.569892,22.768285
371301000000,市辖区,,
640401000000,市辖区,,
654025000000,新源县,83.232848,43.433896
654023000000,霍城县,80.87898,44.055984
421181000000,麻城市,115.008163,31.172739
513337000000,稻城县,100.298403,29.037007
350581000000,石狮市,118.648066,24.732204
421125000000,浠水县,115.265355,30.452115
371103000000,岚山区,119.318928,35.121884
350801000000,市辖区,,
371302000000,兰山区,118.347842,35.051804
140424000000,屯留县,112.891998,36.315663
652926000000,拜城县,81.85148,41.795912
431301000000,市辖区,,
652801000000,库尔勒市,86.174633,41.725891
440203000000,武江区,113.587756,24.792926
222405000000,龙井市,129.427066,42.76631
610202000000,王益区,109.075578,35.068964
410000000000,河南省,113.753394,34.765869
370305000000,临淄区,118.309118,36.826981
360421000000,九江县,115.911323,29.608431
620421000000,靖远县,104.676774,36.571365
232723000000,漠河县,122.538591,52.972272
610103000000,碑林区,108.94059,34.256783
341525000000,霍山县,116.351892,31.410561
430321000000,湘潭县,112.950831,27.778958
231003000000,阳明区,129.635615,44.596104
150600000000,鄂尔多斯市,109.781327,39.608266
654221000000,额敏县,83.628303,46.524673
220502000000,东昌区,125.927101,41.702859
320581000000,常熟市,120.752481,31.654375
410700000000,新乡市,113.926763,35.303704
150402000000,红山区,118.953854,42.296588
360102000000,东湖区,115.903526,28.698731
210911000000,细河区,121.68054,42.025494
360722000000,信丰县,114.922922,25.386379
230710000000,五营区,129.245343,48.10791
652302000000,阜康市,87.952991,44.164402
411322000000,方城县,113.012494,33.254391
222401000000,延吉市,129.508804,42.89125
350802000000,新罗区,117.037155,25.098312
210303000000,铁西区,122.969629,41.119884
222400000000,延边朝鲜族自治州,129.471868,42.909408
350125000000,永泰县,118.932592,25.866694
421100000000,黄冈市,114.872199,30.453667
370503000000,河口区,118.525543,37.886162
140927000000,神池县,112.211296,39.090552
210201000000,市辖区,,
370281000000,胶州市,120.033382,36.26468
632701000000,玉树市,97.008784,32.993106
220105000000,二道区,125.374327,43.865577
360601000000,市辖区,,
420528000000,长阳土家族自治县,111.207242,30.472763
140221000000,阳高县,113.748944,40.361059
360803000000,青原区,115.014811,27.081977
450324000000,全州县,111.072946,25.928387
130726000000,蔚县,114.588903,39.840842
360925000000,靖安县,115.362628,28.861478
140402000000,城区,113.123088,36.20353
410311000000,洛龙区,112.463833,34.619711
341323000000,灵璧县,117.549395,33.554604
150723000000,鄂伦春自治旗,123.726201,50.591842
650100000000,乌鲁木齐市,87.616848,43.825592
620621000000,民勤县,103.093791,38.62435
410181000000,巩义市,113.022406,34.7481
210922000000,彰武县,122.538793,42.386543
510105000000,青羊区,104.061442,30.673914
330281000000,余姚市,121.154629,30.037106
340421000000,凤台县,116.71105,32.709444
130681000000,涿州市,115.974422,39.485282
450325000000,兴安县,110.67167,25.611704
610828000000,佳县,110.491345,38.01951
230126000000,巴彦县,127.403781,46.086549
320282000000,宜兴市,119.823308,31.340637
632801000000,格尔木市,94.928453,36.406367
652923000000,库车县,82.987312,41.714696
430482000000,常宁市,112.399878,26.421956
540100000000,拉萨市,91.172148,29.652341
510525000000,古蔺县,105.812601,28.038801
445321000000,新兴县,112.225334,22.69569
340803000000,大观区,117.013469,30.553697
330122000000,桐庐县,119.691467,29.79299
450802000000,港北区,109.57224,23.11153
510603000000,旌阳区,104.416966,31.142633
512002000000,雁江区,104.677091,30.108216
510683000000,绵竹市,104.22075,31.338077
522729000000,长顺县,106.441805,26.025626
610728000000,镇巴县,107.895035,32.536704
211104000000,大洼区,122.082574,41.002279
610802000000,榆阳区,109.721069,38.277046
410103000000,二七区,113.640211,34.724114
411000000000,许昌市,113.852454,34.035771
620902000000,肃州区,98.507843,39.744953
140226000000,左云县,112.703008,40.013442
520123000000,修文县,106.592108,26.838926
621027000000,镇原县,107.200832,35.677462
321003000000,邗江区,119.397994,32.377655
640200000000,石嘴山市,106.383303,38.983236
140727000000,祁县,112.335542,37.357869
513226000000,金川县,102.063829,31.476277
320321000000,丰县,116.59539,34.693906
321182000000,扬中市,119.797634,32.23483
513331000000,白玉县,98.824182,31.209913
360828000000,万安县,114.759364,26.456553
510727000000,平武县,104.555583,32.409675
321081000000,仪征市,119.184766,32.272258
540400000000,林芝市,94.36149,29.649128
540102000000,城关区,91.140552,29.654838
610601000000,市辖区,,
140601000000,市辖区,,
230811000000,郊区,130.327194,46.810085
451024000000,德保县,106.615373,23.32345
370781000000,青州市,118.479654,36.684789
341204000000,颍泉区,115.80835,32.925211
140823000000,闻喜县,111.22472,35.356644
150426000000,翁牛特旗,119.00658,42.936188
230600000000,大庆市,125.103784,46.589309
340827000000,望江县,116.706498,30.128002
632722000000,杂多县,95.300723,32.893185
431202000000,鹤城区,110.040315,27.578926
450901000000,市辖区,,
511102000000,市中区,103.761329,29.555374
510725000000,梓潼县,105.170845,31.642718
430800000000,张家界市,110.479148,29.117013
411500000000,信阳市,114.091193,32.147679
440981000000,高州市,110.853299,21.918203
230306000000,城子河区,131.011304,45.33697
321012000000,江都区,119.569989,32.434672
330300000000,温州市,120.699361,27.993828
510131000000,蒲江县,103.506498,30.196788
610200000000,铜川市,108.945019,34.897887
621222000000,文县,104.683433,32.943815
440601000000,市辖区,,
140400000000,长治市,113.116404,36.195409
440700000000,江门市,113.081542,22.57899
411624000000,沈丘县,115.098583,33.409369
530581000000,腾冲市,98.490966,25.020439
140211000000,南郊区,113.149693,40.005404
321100000000,镇江市,119.425836,32.187849
510722000000,三台县,105.094586,31.095979
370404000000,峄城区,117.590816,34.773263
211322000000,建平县,119.64328,41.403128
510422000000,盐边县,101.855071,26.683213
230203000000,建华区,123.955464,47.354364
450201000000,市辖区,,
152531000000,多伦县,116.485555,42.203591
530000000000,云南省,102.710002,25.045806
410603000000,山城区,114.184318,35.898033
511301000000,市辖区,,
141021000000,曲沃县,111.47586,35.641086
130900000000,沧州市,116.838834,38.304477
659002000000,阿拉尔市,81.280527,40.547653
230715000000,红星区,129.390983,48.239431
231000000000,牡丹江市,129.633168,44.551653
640300000000,吴忠市,106.198913,37.997428
421002000000,沙市区,112.25193,30.326009
371325000000,费县,117.977325,35.26596
371524000000,东阿县,116.247579,36.334917
653222000000,墨玉县,79.728683,37.277143
411702000000,驿城区,113.993914,32.973054
620302000000,金川区,102.194015,38.521087
150526000000,扎鲁特旗,120.911676,44.556389
340802000000,迎江区,117.09115,30.511548
530402000000,红塔区,102.540122,24.341215
230822000000,桦南县,130.553343,46.239184
640501000000,市辖区,,
451221000000,南丹县,107.541244,24.975631
450821000000,平南县,110.392311,23.539264
320681000000,启东市,121.655432,31.793278
210213000000,金州区,121.782655,39.050001
451321000000,忻城县,108.665666,24.066234
110117000000,平谷区,117.121351,40.140595
120103000000,河西区,117.223371,39.109563
430426000000,祁东县,112.090356,26.799896
640202000000,大武口区,106.367958,39.01918
230300000000,鸡西市,130.969333,45.295075
340101000000,市辖区,,
140223000000,广灵县,114.282758,39.760281
